sample_id,image_path,map_mask_path,label_mask_path,width,height,center_class,center_class_value,center_area_m2,center_x,center_y,xoff,yoff,source_raster_id,source_gsd_m,spatial_group,split_v1,spatial_component_v2,spatial_buffer_pixels_v2,split
omission_00850,/home/work/data/change_detection/building/map-ortho/image/omission_00850.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00850.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00850.png,1024,1024,omission,2,265.431,201350.118,543993.953,25509,36141,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_4,train,spv2_0031,256,train
excess_00481,/home/work/data/change_detection/building/map-ortho/image/excess_00481.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00481.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00481.png,1024,1024,excess,3,125.773,201516.769,539937.599,26897,69944,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_8,train,spv2_0035,256,train
excess_00482,/home/work/data/change_detection/building/map-ortho/image/excess_00482.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00482.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00482.png,1024,1024,excess,3,96.338,201523.22,539934.13,26951,69973,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_8,train,spv2_0035,256,train
excess_00472,/home/work/data/change_detection/building/map-ortho/image/excess_00472.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00472.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00472.png,1024,1024,excess,3,197.428,201795.087,540743.442,29217,63229,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0037,256,train
excess_00475,/home/work/data/change_detection/building/map-ortho/image/excess_00475.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00475.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00475.png,1024,1024,excess,3,186.125,201704.371,540591.32,28461,64496,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0037,256,train
omission_01017,/home/work/data/change_detection/building/map-ortho/image/omission_01017.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01017.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01017.png,1024,1024,omission,2,220.983,201607.333,540735.286,27652,63297,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0037,256,train
omission_01018,/home/work/data/change_detection/building/map-ortho/image/omission_01018.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01018.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01018.png,1024,1024,omission,2,116.246,201628.068,540736.298,27825,63288,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0037,256,train
excess_00004,/home/work/data/change_detection/building/map-ortho/image/excess_00004.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00004.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00004.png,1024,1024,excess,3,193.31,202054.024,545720.592,31375,21752,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
excess_00012,/home/work/data/change_detection/building/map-ortho/image/excess_00012.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00012.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00012.png,1024,1024,excess,3,66.256,201961.723,545598.647,30605,22769,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
excess_00026,/home/work/data/change_detection/building/map-ortho/image/excess_00026.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00026.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00026.png,1024,1024,excess,3,68.309,201923.497,545584.26,30287,22888,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
excess_00027,/home/work/data/change_detection/building/map-ortho/image/excess_00027.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00027.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00027.png,1024,1024,excess,3,326.812,201626.278,545098.065,27810,26940,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_3,train,spv2_0038,256,train
omission_00629,/home/work/data/change_detection/building/map-ortho/image/omission_00629.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00629.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00629.png,1024,1024,omission,2,363.555,201922.461,545545.082,30278,23215,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
omission_00631,/home/work/data/change_detection/building/map-ortho/image/omission_00631.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00631.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00631.png,1024,1024,omission,2,505.765,201903.415,545588.421,30119,22854,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
omission_00632,/home/work/data/change_detection/building/map-ortho/image/omission_00632.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00632.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00632.png,1024,1024,omission,2,201.147,201896.932,545539.321,30065,23263,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
omission_00633,/home/work/data/change_detection/building/map-ortho/image/omission_00633.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00633.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00633.png,1024,1024,omission,2,99.886,201725.398,545245.572,28636,25711,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_3,train,spv2_0038,256,train
omission_00635,/home/work/data/change_detection/building/map-ortho/image/omission_00635.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00635.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00635.png,1024,1024,omission,2,194.961,201766.978,545045.294,28982,27380,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_3,train,spv2_0038,256,train
omission_00636,/home/work/data/change_detection/building/map-ortho/image/omission_00636.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00636.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00636.png,1024,1024,omission,2,185.436,201794.501,545435.637,29212,24127,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0038,256,train
omission_00640,/home/work/data/change_detection/building/map-ortho/image/omission_00640.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00640.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00640.png,1024,1024,omission,2,117.709,201711.328,545329.113,28519,25015,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_3,train,spv2_0038,256,train
excess_00006,/home/work/data/change_detection/building/map-ortho/image/excess_00006.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00006.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00006.png,1024,1024,excess,3,240.263,201756.315,546667.225,28894,13864,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00022,/home/work/data/change_detection/building/map-ortho/image/excess_00022.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00022.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00022.png,1024,1024,excess,3,234.744,201949.413,546699.981,30503,13591,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00023,/home/work/data/change_detection/building/map-ortho/image/excess_00023.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00023.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00023.png,1024,1024,excess,3,483.284,201780.847,546775.19,29098,12964,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00049,/home/work/data/change_detection/building/map-ortho/image/excess_00049.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00049.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00049.png,1024,1024,excess,3,186.375,201944.972,546557.0,30466,14782,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00050,/home/work/data/change_detection/building/map-ortho/image/excess_00050.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00050.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00050.png,1024,1024,excess,3,121.245,201786.808,546696.81,29148,13617,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00054,/home/work/data/change_detection/building/map-ortho/image/excess_00054.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00054.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00054.png,1024,1024,excess,3,249.434,201860.244,547000.142,29760,11089,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00058,/home/work/data/change_detection/building/map-ortho/image/excess_00058.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00058.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00058.png,1024,1024,excess,3,143.223,201796.757,546893.796,29231,11976,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00059,/home/work/data/change_detection/building/map-ortho/image/excess_00059.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00059.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00059.png,1024,1024,excess,3,236.739,201953.576,546763.433,30537,13062,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
excess_00060,/home/work/data/change_detection/building/map-ortho/image/excess_00060.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00060.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00060.png,1024,1024,excess,3,205.876,201884.827,546688.77,29965,13684,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0041,256,train
omission_01019,/home/work/data/change_detection/building/map-ortho/image/omission_01019.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01019.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01019.png,1024,1024,omission,2,148.601,201786.144,540897.905,29142,61941,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0043,256,train
excess_00486,/home/work/data/change_detection/building/map-ortho/image/excess_00486.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00486.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00486.png,1024,1024,excess,3,97.998,201841.788,540150.435,29606,68170,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_8,train,spv2_0044,256,train
excess_00005,/home/work/data/change_detection/building/map-ortho/image/excess_00005.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00005.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00005.png,1024,1024,excess,3,748.104,202195.584,546489.732,32554,15343,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0045,256,train
excess_00047,/home/work/data/change_detection/building/map-ortho/image/excess_00047.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00047.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00047.png,1024,1024,excess,3,143.312,202122.857,546461.983,31948,15574,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0045,256,train
excess_00048,/home/work/data/change_detection/building/map-ortho/image/excess_00048.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00048.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00048.png,1024,1024,excess,3,851.278,202104.844,546440.097,31798,15757,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0045,256,train
excess_00134,/home/work/data/change_detection/building/map-ortho/image/excess_00134.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00134.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00134.png,1024,1024,excess,3,319.176,202325.592,546430.511,33638,15836,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0045,256,train
excess_00148,/home/work/data/change_detection/building/map-ortho/image/excess_00148.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00148.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00148.png,1024,1024,excess,3,210.386,202415.286,546470.221,34385,15505,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0045,256,train
omission_00608,/home/work/data/change_detection/building/map-ortho/image/omission_00608.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00608.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00608.png,1024,1024,omission,2,277.65,202206.777,546372.807,32647,16317,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0045,256,train
omission_00621,/home/work/data/change_detection/building/map-ortho/image/omission_00621.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00621.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00621.png,1024,1024,omission,2,76.509,201984.943,546334.074,30799,16640,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0045,256,train
omission_00627,/home/work/data/change_detection/building/map-ortho/image/omission_00627.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00627.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00627.png,1024,1024,omission,2,173.485,202149.219,546442.207,32168,15739,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0045,256,train
omission_00628,/home/work/data/change_detection/building/map-ortho/image/omission_00628.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00628.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00628.png,1024,1024,omission,2,178.047,201931.63,546181.59,30355,17911,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0045,256,train
omission_00637,/home/work/data/change_detection/building/map-ortho/image/omission_00637.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00637.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00637.png,1024,1024,omission,2,115.709,201884.56,546199.537,29962,17761,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0045,256,train
omission_00638,/home/work/data/change_detection/building/map-ortho/image/omission_00638.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00638.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00638.png,1024,1024,omission,2,246.397,201867.402,546123.857,29819,18392,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0045,256,train
excess_00473,/home/work/data/change_detection/building/map-ortho/image/excess_00473.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00473.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00473.png,1024,1024,excess,3,196.534,201944.117,540907.268,30459,61863,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0046,256,train
excess_00474,/home/work/data/change_detection/building/map-ortho/image/excess_00474.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00474.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00474.png,1024,1024,excess,3,274.725,201986.946,540909.362,30816,61846,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_7,test,spv2_0046,256,train
omission_00829,/home/work/data/change_detection/building/map-ortho/image/omission_00829.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00829.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00829.png,1024,1024,omission,2,51.254,201954.096,542856.436,30542,45620,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0048,256,train
excess_00235,/home/work/data/change_detection/building/map-ortho/image/excess_00235.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00235.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00235.png,1024,1024,excess,3,647.984,202151.745,542524.36,32189,48388,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0049,256,train
excess_00236,/home/work/data/change_detection/building/map-ortho/image/excess_00236.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00236.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00236.png,1024,1024,excess,3,152.657,202156.447,542556.594,32228,48119,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0049,256,train
excess_00237,/home/work/data/change_detection/building/map-ortho/image/excess_00237.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00237.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00237.png,1024,1024,excess,3,139.312,202179.315,542560.359,32419,48088,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0049,256,train
excess_00256,/home/work/data/change_detection/building/map-ortho/image/excess_00256.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00256.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00256.png,1024,1024,excess,3,289.427,202014.058,542684.477,31041,47053,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0049,256,train
excess_00323,/home/work/data/change_detection/building/map-ortho/image/excess_00323.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00323.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00323.png,1024,1024,excess,3,65.9,202220.291,542479.551,32760,48761,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0049,256,train
excess_00324,/home/work/data/change_detection/building/map-ortho/image/excess_00324.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00324.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00324.png,1024,1024,excess,3,64.758,202229.482,542474.658,32837,48802,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_5,test,spv2_0049,256,train
excess_00276,/home/work/data/change_detection/building/map-ortho/image/excess_00276.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00276.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00276.png,1024,1024,excess,3,118.936,202076.881,543104.475,31565,43553,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_5,val,spv2_0050,256,train
excess_00051,/home/work/data/change_detection/building/map-ortho/image/excess_00051.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00051.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00051.png,1024,1024,excess,3,124.854,202179.875,546970.538,32423,11336,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0051,256,train
excess_00052,/home/work/data/change_detection/building/map-ortho/image/excess_00052.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00052.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00052.png,1024,1024,excess,3,116.603,202168.1,546905.916,32325,11875,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0051,256,train
excess_00053,/home/work/data/change_detection/building/map-ortho/image/excess_00053.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00053.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00053.png,1024,1024,excess,3,136.544,202175.597,546895.174,32388,11964,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0051,256,train
excess_00057,/home/work/data/change_detection/building/map-ortho/image/excess_00057.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00057.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00057.png,1024,1024,excess,3,148.88,202143.632,546883.963,32121,12058,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0051,256,train
excess_00130,/home/work/data/change_detection/building/map-ortho/image/excess_00130.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00130.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00130.png,1024,1024,excess,3,96.137,202253.201,547035.202,33034,10797,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0051,256,train
excess_00135,/home/work/data/change_detection/building/map-ortho/image/excess_00135.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00135.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00135.png,1024,1024,excess,3,105.474,202218.35,546899.353,32744,11929,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0051,256,train
omission_00639,/home/work/data/change_detection/building/map-ortho/image/omission_00639.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00639.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00639.png,1024,1024,omission,2,131.699,202083.071,546965.502,31617,11378,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_1,train,spv2_0051,256,train
omission_00727,/home/work/data/change_detection/building/map-ortho/image/omission_00727.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00727.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00727.png,1024,1024,omission,2,120.79,202284.975,546735.214,33299,13297,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0051,256,train
omission_00732,/home/work/data/change_detection/building/map-ortho/image/omission_00732.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00732.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00732.png,1024,1024,omission,2,97.36,202376.224,546900.334,34060,11921,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0051,256,train
excess_00249,/home/work/data/change_detection/building/map-ortho/image/excess_00249.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00249.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00249.png,1024,1024,excess,3,51.592,202084.573,543663.452,31629,38895,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_4,train,spv2_0052,256,train
excess_00010,/home/work/data/change_detection/building/map-ortho/image/excess_00010.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00010.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00010.png,1024,1024,excess,3,235.964,202131.493,545425.184,32020,24214,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0053,256,train
excess_00011,/home/work/data/change_detection/building/map-ortho/image/excess_00011.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00011.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00011.png,1024,1024,excess,3,70.619,202156.685,545530.687,32230,23335,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0053,256,train
excess_00055,/home/work/data/change_detection/building/map-ortho/image/excess_00055.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00055.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00055.png,1024,1024,excess,3,280.669,202209.236,545829.171,32668,20848,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0053,256,train
excess_00064,/home/work/data/change_detection/building/map-ortho/image/excess_00064.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00064.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00064.png,1024,1024,excess,3,129.491,202308.23,545801.926,33493,21075,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
excess_00105,/home/work/data/change_detection/building/map-ortho/image/excess_00105.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00105.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00105.png,1024,1024,excess,3,133.315,202376.213,545659.947,34059,22258,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
excess_00129,/home/work/data/change_detection/building/map-ortho/image/excess_00129.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00129.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00129.png,1024,1024,excess,3,183.185,202248.718,546115.773,32997,18459,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
excess_00131,/home/work/data/change_detection/building/map-ortho/image/excess_00131.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00131.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00131.png,1024,1024,excess,3,144.443,202223.264,545650.142,32785,22339,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
excess_00132,/home/work/data/change_detection/building/map-ortho/image/excess_00132.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00132.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00132.png,1024,1024,excess,3,69.52,202321.803,545790.324,33606,21171,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
excess_00139,/home/work/data/change_detection/building/map-ortho/image/excess_00139.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00139.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00139.png,1024,1024,excess,3,176.81,202324.523,546199.421,33629,17762,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
excess_00165,/home/work/data/change_detection/building/map-ortho/image/excess_00165.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00165.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00165.png,1024,1024,excess,3,115.874,202307.071,545320.708,33483,25085,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_3,train,spv2_0053,256,train
excess_00166,/home/work/data/change_detection/building/map-ortho/image/excess_00166.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00166.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00166.png,1024,1024,excess,3,141.099,202388.538,545552.194,34162,23156,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
omission_00624,/home/work/data/change_detection/building/map-ortho/image/omission_00624.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00624.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00624.png,1024,1024,omission,2,237.554,202128.423,545937.277,31995,19947,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,3_2,train,spv2_0053,256,train
omission_00716,/home/work/data/change_detection/building/map-ortho/image/omission_00716.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00716.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00716.png,1024,1024,omission,2,109.621,202469.086,545630.419,34833,22504,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
omission_00723,/home/work/data/change_detection/building/map-ortho/image/omission_00723.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00723.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00723.png,1024,1024,omission,2,137.5,202292.334,545471.655,33360,23827,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
omission_00730,/home/work/data/change_detection/building/map-ortho/image/omission_00730.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00730.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00730.png,1024,1024,omission,2,251.069,202234.379,546081.928,32877,18741,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_2,train,spv2_0053,256,train
