sample_id,image_path,map_mask_path,label_mask_path,width,height,center_class,center_class_value,center_area_m2,xoff,yoff,spatial_group,split
excess_00133,/home/work/data/change_detection/building/map-ortho/image/excess_00133.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00133.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00133.png,1024,1024,excess,3,151.795,33607,26528,4_3,train
excess_00134,/home/work/data/change_detection/building/map-ortho/image/excess_00134.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00134.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00134.png,1024,1024,excess,3,319.176,33638,15836,4_1,train
excess_00135,/home/work/data/change_detection/building/map-ortho/image/excess_00135.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00135.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00135.png,1024,1024,excess,3,105.474,32744,11929,3_1,train
excess_00136,/home/work/data/change_detection/building/map-ortho/image/excess_00136.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00136.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00136.png,1024,1024,excess,3,254.057,39239,21245,4_2,train
excess_00137,/home/work/data/change_detection/building/map-ortho/image/excess_00137.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00137.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00137.png,1024,1024,excess,3,245.818,44479,20809,5_2,train
excess_00138,/home/work/data/change_detection/building/map-ortho/image/excess_00138.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00138.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00138.png,1024,1024,excess,3,147.861,44720,20047,5_2,train
excess_00139,/home/work/data/change_detection/building/map-ortho/image/excess_00139.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00139.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00139.png,1024,1024,excess,3,176.81,33629,17762,4_2,train
excess_00140,/home/work/data/change_detection/building/map-ortho/image/excess_00140.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00140.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00140.png,1024,1024,excess,3,216.145,32894,27780,4_3,train
excess_00141,/home/work/data/change_detection/building/map-ortho/image/excess_00141.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00141.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00141.png,1024,1024,excess,3,175.187,45569,30108,5_3,train
excess_00142,/home/work/data/change_detection/building/map-ortho/image/excess_00142.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00142.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00142.png,1024,1024,excess,3,216.051,42634,27092,5_3,train
excess_00143,/home/work/data/change_detection/building/map-ortho/image/excess_00143.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00143.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00143.png,1024,1024,excess,3,201.964,38856,20847,4_2,train
excess_00144,/home/work/data/change_detection/building/map-ortho/image/excess_00144.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00144.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00144.png,1024,1024,excess,3,210.758,39196,22502,4_2,train
excess_00145,/home/work/data/change_detection/building/map-ortho/image/excess_00145.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00145.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00145.png,1024,1024,excess,3,167.205,43438,11138,5_1,train
excess_00146,/home/work/data/change_detection/building/map-ortho/image/excess_00146.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00146.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00146.png,1024,1024,excess,3,74.897,39965,16591,4_2,train
excess_00147,/home/work/data/change_detection/building/map-ortho/image/excess_00147.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00147.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00147.png,1024,1024,excess,3,240.493,34620,19213,4_2,train
excess_00148,/home/work/data/change_detection/building/map-ortho/image/excess_00148.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00148.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00148.png,1024,1024,excess,3,210.386,34385,15505,4_1,train
excess_00149,/home/work/data/change_detection/building/map-ortho/image/excess_00149.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00149.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00149.png,1024,1024,excess,3,204.769,43281,26367,5_3,train
excess_00150,/home/work/data/change_detection/building/map-ortho/image/excess_00150.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00150.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00150.png,1024,1024,excess,3,177.605,38191,16360,4_1,train
excess_00151,/home/work/data/change_detection/building/map-ortho/image/excess_00151.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00151.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00151.png,1024,1024,excess,3,68.538,39792,18814,4_2,train
excess_00152,/home/work/data/change_detection/building/map-ortho/image/excess_00152.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00152.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00152.png,1024,1024,excess,3,78.659,38719,17724,4_2,train
excess_00153,/home/work/data/change_detection/building/map-ortho/image/excess_00153.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00153.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00153.png,1024,1024,excess,3,76.055,38673,17603,4_2,train
excess_00154,/home/work/data/change_detection/building/map-ortho/image/excess_00154.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00154.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00154.png,1024,1024,excess,3,59.181,47293,21744,5_2,train
excess_00155,/home/work/data/change_detection/building/map-ortho/image/excess_00155.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00155.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00155.png,1024,1024,excess,3,59.55,43489,23340,5_2,train
excess_00156,/home/work/data/change_detection/building/map-ortho/image/excess_00156.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00156.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00156.png,1024,1024,excess,3,212.789,35174,29116,4_3,train
excess_00157,/home/work/data/change_detection/building/map-ortho/image/excess_00157.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00157.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00157.png,1024,1024,excess,3,93.44,51091,14990,6_1,train
excess_00158,/home/work/data/change_detection/building/map-ortho/image/excess_00158.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00158.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00158.png,1024,1024,excess,3,88.796,45722,9342,5_1,train
excess_00159,/home/work/data/change_detection/building/map-ortho/image/excess_00159.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00159.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00159.png,1024,1024,excess,3,436.798,35920,13642,4_1,train
excess_00160,/home/work/data/change_detection/building/map-ortho/image/excess_00160.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00160.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00160.png,1024,1024,excess,3,119.55,41044,10444,5_1,train
excess_00161,/home/work/data/change_detection/building/map-ortho/image/excess_00161.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00161.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00161.png,1024,1024,excess,3,104.621,36241,24387,4_2,train
excess_00162,/home/work/data/change_detection/building/map-ortho/image/excess_00162.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00162.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00162.png,1024,1024,excess,3,133.617,48780,29214,5_3,train
excess_00163,/home/work/data/change_detection/building/map-ortho/image/excess_00163.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00163.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00163.png,1024,1024,excess,3,474.499,49894,10589,6_1,train
excess_00164,/home/work/data/change_detection/building/map-ortho/image/excess_00164.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00164.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00164.png,1024,1024,excess,3,77.094,50738,26075,6_3,train
excess_00165,/home/work/data/change_detection/building/map-ortho/image/excess_00165.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00165.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00165.png,1024,1024,excess,3,115.874,33483,25085,4_3,train
excess_00166,/home/work/data/change_detection/building/map-ortho/image/excess_00166.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00166.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00166.png,1024,1024,excess,3,141.099,34162,23156,4_2,train
excess_00167,/home/work/data/change_detection/building/map-ortho/image/excess_00167.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00167.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00167.png,1024,1024,excess,3,127.167,33084,28310,4_3,train
excess_00168,/home/work/data/change_detection/building/map-ortho/image/excess_00168.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00168.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00168.png,1024,1024,excess,3,206.44,51297,19520,6_2,train
excess_00169,/home/work/data/change_detection/building/map-ortho/image/excess_00169.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00169.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00169.png,1024,1024,excess,3,52.143,61852,30320,7_3,train
excess_00170,/home/work/data/change_detection/building/map-ortho/image/excess_00170.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00170.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00170.png,1024,1024,excess,3,52.55,64368,26449,7_3,train
excess_00172,/home/work/data/change_detection/building/map-ortho/image/excess_00172.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00172.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00172.png,1024,1024,excess,3,654.404,52440,30863,6_3,train
excess_00173,/home/work/data/change_detection/building/map-ortho/image/excess_00173.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00173.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00173.png,1024,1024,excess,3,239.997,55842,22228,6_2,train
excess_00174,/home/work/data/change_detection/building/map-ortho/image/excess_00174.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00174.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00174.png,1024,1024,excess,3,65.783,55382,14755,6_1,train
excess_00175,/home/work/data/change_detection/building/map-ortho/image/excess_00175.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00175.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00175.png,1024,1024,excess,3,124.841,53785,22605,6_2,train
excess_00176,/home/work/data/change_detection/building/map-ortho/image/excess_00176.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00176.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00176.png,1024,1024,excess,3,239.276,56404,21860,6_2,train
excess_00178,/home/work/data/change_detection/building/map-ortho/image/excess_00178.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00178.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00178.png,1024,1024,excess,3,86.438,65706,29587,8_3,train
excess_00180,/home/work/data/change_detection/building/map-ortho/image/excess_00180.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00180.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00180.png,1024,1024,excess,3,56.337,51331,26506,6_3,train
excess_00181,/home/work/data/change_detection/building/map-ortho/image/excess_00181.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00181.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00181.png,1024,1024,excess,3,65.174,56999,17983,6_2,train
excess_00182,/home/work/data/change_detection/building/map-ortho/image/excess_00182.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00182.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00182.png,1024,1024,excess,3,54.745,57027,17836,6_2,train
excess_00183,/home/work/data/change_detection/building/map-ortho/image/excess_00183.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00183.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00183.png,1024,1024,excess,3,129.241,54158,9056,6_1,train
excess_00184,/home/work/data/change_detection/building/map-ortho/image/excess_00184.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00184.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00184.png,1024,1024,excess,3,67.795,61759,27076,7_3,train
excess_00185,/home/work/data/change_detection/building/map-ortho/image/excess_00185.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00185.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00185.png,1024,1024,excess,3,280.888,61038,29739,7_3,train
excess_00186,/home/work/data/change_detection/building/map-ortho/image/excess_00186.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00186.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00186.png,1024,1024,excess,3,232.817,51593,16457,6_2,train
excess_00187,/home/work/data/change_detection/building/map-ortho/image/excess_00187.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00187.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00187.png,1024,1024,excess,3,109.187,55322,14706,6_1,train
excess_00188,/home/work/data/change_detection/building/map-ortho/image/excess_00188.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00188.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00188.png,1024,1024,excess,3,53.379,51168,15626,6_1,train
excess_00189,/home/work/data/change_detection/building/map-ortho/image/excess_00189.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00189.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00189.png,1024,1024,excess,3,76.613,52829,17248,6_2,train
excess_00190,/home/work/data/change_detection/building/map-ortho/image/excess_00190.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00190.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00190.png,1024,1024,excess,3,543.831,54493,21384,6_2,train
excess_00192,/home/work/data/change_detection/building/map-ortho/image/excess_00192.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00192.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00192.png,1024,1024,excess,3,328.068,51417,20322,6_2,train
excess_00193,/home/work/data/change_detection/building/map-ortho/image/excess_00193.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00193.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00193.png,1024,1024,excess,3,235.059,63332,30959,7_3,train
excess_00194,/home/work/data/change_detection/building/map-ortho/image/excess_00194.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00194.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00194.png,1024,1024,excess,3,596.376,64511,27337,7_3,train
excess_00195,/home/work/data/change_detection/building/map-ortho/image/excess_00195.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00195.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00195.png,1024,1024,excess,3,55.274,55447,21932,6_2,train
excess_00196,/home/work/data/change_detection/building/map-ortho/image/excess_00196.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00196.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00196.png,1024,1024,excess,3,485.665,64653,27750,7_3,train
excess_00197,/home/work/data/change_detection/building/map-ortho/image/excess_00197.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00197.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00197.png,1024,1024,excess,3,163.476,54474,20055,6_2,train
excess_00198,/home/work/data/change_detection/building/map-ortho/image/excess_00198.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00198.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00198.png,1024,1024,excess,3,130.978,54216,23659,6_2,train
excess_00199,/home/work/data/change_detection/building/map-ortho/image/excess_00199.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00199.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00199.png,1024,1024,excess,3,117.803,53354,20863,6_2,train
excess_00200,/home/work/data/change_detection/building/map-ortho/image/excess_00200.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00200.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00200.png,1024,1024,excess,3,147.188,55434,28552,6_3,train
excess_00201,/home/work/data/change_detection/building/map-ortho/image/excess_00201.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00201.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00201.png,1024,1024,excess,3,165.981,52174,21967,6_2,train
excess_00203,/home/work/data/change_detection/building/map-ortho/image/excess_00203.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00203.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00203.png,1024,1024,excess,3,148.836,56433,31698,6_3,train
excess_00204,/home/work/data/change_detection/building/map-ortho/image/excess_00204.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00204.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00204.png,1024,1024,excess,3,125.195,62884,24809,7_3,train
excess_00205,/home/work/data/change_detection/building/map-ortho/image/excess_00205.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00205.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00205.png,1024,1024,excess,3,208.107,53609,20682,6_2,train
excess_00206,/home/work/data/change_detection/building/map-ortho/image/excess_00206.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00206.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00206.png,1024,1024,excess,3,175.747,57616,30501,7_3,train
excess_00208,/home/work/data/change_detection/building/map-ortho/image/excess_00208.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00208.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00208.png,1024,1024,excess,3,206.779,54888,28890,6_3,train
excess_00209,/home/work/data/change_detection/building/map-ortho/image/excess_00209.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00209.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00209.png,1024,1024,excess,3,202.063,52141,9885,6_1,train
excess_00210,/home/work/data/change_detection/building/map-ortho/image/excess_00210.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00210.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00210.png,1024,1024,excess,3,178.423,56303,30515,6_3,train
excess_00211,/home/work/data/change_detection/building/map-ortho/image/excess_00211.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00211.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00211.png,1024,1024,excess,3,109.211,56244,29849,6_3,train
excess_00212,/home/work/data/change_detection/building/map-ortho/image/excess_00212.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00212.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00212.png,1024,1024,excess,3,130.392,52272,11179,6_1,train
excess_00213,/home/work/data/change_detection/building/map-ortho/image/excess_00213.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00213.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00213.png,1024,1024,excess,3,388.355,54839,24890,6_3,train
excess_00214,/home/work/data/change_detection/building/map-ortho/image/excess_00214.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00214.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00214.png,1024,1024,excess,3,525.436,57754,30312,7_3,train
excess_00215,/home/work/data/change_detection/building/map-ortho/image/excess_00215.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00215.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00215.png,1024,1024,excess,3,227.063,57566,25887,7_3,train
excess_00216,/home/work/data/change_detection/building/map-ortho/image/excess_00216.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00216.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00216.png,1024,1024,excess,3,133.595,56322,31813,6_3,train
excess_00218,/home/work/data/change_detection/building/map-ortho/image/excess_00218.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00218.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00218.png,1024,1024,excess,3,346.289,23282,48849,2_5,train
excess_00219,/home/work/data/change_detection/building/map-ortho/image/excess_00219.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00219.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00219.png,1024,1024,excess,3,421.311,24009,43817,2_5,train
excess_00221,/home/work/data/change_detection/building/map-ortho/image/excess_00221.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00221.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00221.png,1024,1024,excess,3,54.038,18354,33024,2_4,train
excess_00222,/home/work/data/change_detection/building/map-ortho/image/excess_00222.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00222.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00222.png,1024,1024,excess,3,109.029,23199,39111,2_4,train
excess_00223,/home/work/data/change_detection/building/map-ortho/image/excess_00223.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00223.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00223.png,1024,1024,excess,3,211.792,23479,39801,2_4,train
excess_00224,/home/work/data/change_detection/building/map-ortho/image/excess_00224.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00224.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00224.png,1024,1024,excess,3,123.237,23590,40922,2_4,train
excess_00225,/home/work/data/change_detection/building/map-ortho/image/excess_00225.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00225.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00225.png,1024,1024,excess,3,453.407,22480,36795,2_4,train
excess_00226,/home/work/data/change_detection/building/map-ortho/image/excess_00226.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00226.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00226.png,1024,1024,excess,3,151.87,26831,38510,3_4,train
excess_00227,/home/work/data/change_detection/building/map-ortho/image/excess_00227.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00227.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00227.png,1024,1024,excess,3,209.748,17650,43566,2_5,train
excess_00228,/home/work/data/change_detection/building/map-ortho/image/excess_00228.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00228.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00228.png,1024,1024,excess,3,297.383,21383,43937,2_5,train
excess_00234,/home/work/data/change_detection/building/map-ortho/image/excess_00234.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00234.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00234.png,1024,1024,excess,3,145.779,19341,47833,2_5,train
excess_00238,/home/work/data/change_detection/building/map-ortho/image/excess_00238.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00238.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00238.png,1024,1024,excess,3,188.179,25571,36397,3_4,train
excess_00239,/home/work/data/change_detection/building/map-ortho/image/excess_00239.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00239.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00239.png,1024,1024,excess,3,51.947,24316,39673,2_4,train
excess_00240,/home/work/data/change_detection/building/map-ortho/image/excess_00240.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00240.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00240.png,1024,1024,excess,3,103.116,24524,43465,2_5,train
excess_00241,/home/work/data/change_detection/building/map-ortho/image/excess_00241.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00241.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00241.png,1024,1024,excess,3,1380.153,23485,44699,2_5,train
excess_00243,/home/work/data/change_detection/building/map-ortho/image/excess_00243.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00243.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00243.png,1024,1024,excess,3,335.907,20518,47997,2_5,train
excess_00244,/home/work/data/change_detection/building/map-ortho/image/excess_00244.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00244.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00244.png,1024,1024,excess,3,736.413,14544,53748,1_6,train
excess_00245,/home/work/data/change_detection/building/map-ortho/image/excess_00245.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00245.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00245.png,1024,1024,excess,3,892.097,14707,54176,1_6,train
excess_00246,/home/work/data/change_detection/building/map-ortho/image/excess_00246.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00246.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00246.png,1024,1024,excess,3,115.896,21589,36415,2_4,train
excess_00247,/home/work/data/change_detection/building/map-ortho/image/excess_00247.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00247.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00247.png,1024,1024,excess,3,110.608,22089,34307,2_4,train
excess_00248,/home/work/data/change_detection/building/map-ortho/image/excess_00248.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00248.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00248.png,1024,1024,excess,3,98.833,23376,33506,2_4,train
excess_00249,/home/work/data/change_detection/building/map-ortho/image/excess_00249.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00249.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00249.png,1024,1024,excess,3,51.592,31629,38895,3_4,train
excess_00251,/home/work/data/change_detection/building/map-ortho/image/excess_00251.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00251.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00251.png,1024,1024,excess,3,68.686,29479,38080,3_4,train
excess_00252,/home/work/data/change_detection/building/map-ortho/image/excess_00252.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00252.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00252.png,1024,1024,excess,3,69.533,27006,39394,3_4,train
excess_00253,/home/work/data/change_detection/building/map-ortho/image/excess_00253.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00253.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00253.png,1024,1024,excess,3,629.088,22228,44169,2_5,train
excess_00254,/home/work/data/change_detection/building/map-ortho/image/excess_00254.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00254.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00254.png,1024,1024,excess,3,257.117,20713,39622,2_4,train
excess_00255,/home/work/data/change_detection/building/map-ortho/image/excess_00255.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00255.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00255.png,1024,1024,excess,3,79.237,18764,40947,2_4,train
